,Comment,Label,Score,Unnamed: 0
67,It will never be a true intelligence or even close to taking over humanity.,0,0.9415161848068238,
68,It will never be a true intelligence or even close to taking over the world.,0,0.9415161848068238,
69,you'll make a fine pair of roumbas citizen!,2,0.9421913226445516,
70,You will make a pair of roumbas citizens.,2,0.9421913226445516,
71,You'll make a pair of roumbas citizens.,2,0.9421913226445516,
72,"it seems to me that if ai and roots get exponentially better than us at games and sport, then both of these things can go back to being, primarily, entertaining and fun. fun for fun sake, as opposed to professional competition, dominated by moneyed interests. sounds good to me.",2,0.9327398985624312,
73,"It seems to me that if ai and roots get better than us at games and sport, then both of these things can go back to being fun.",2,0.9327398985624312,
74,"It seems to me that if ai and roots get better than us at games and sport, then both of these things can go back to being, primarily, entertaining and fun.",2,0.9327398985624312,
75,"ai will be weaponized, if it ever became self aware humans are doomed",0,0.9384145339330038,
76,"If it ever became aware that humans are doomed, it will be weaponized.",0,0.9384145339330038,
77,Humans are doomed if ai becomes self aware.,0,0.9384145339330038,
78,"elson must: ""ai will destroy humanity !"" also must: ""look at my new line of root soldiers !""",0,0.9407703677813212,
79,Also must be looked at my new line of root soldiers.,0,0.9407703677813212,
80,"""ai will destroy humanity"" and ""look at my new line of root soldiers"" must be said by elson.",0,0.9407703677813212,
81,ai is desperate move not to fall behind debt boundaries and loose against china. govnmt supported nonsense. computer will never grasp greed and envy - two basic instincts of this poor humanity.,0,0.9337452799081802,
82,Ai is desperate to not fall behind debt boundaries and loose against china.,0,0.9337452799081802,
83,Ai is desperate to avoid falling behind debt boundaries and loose against china.,0,0.9337452799081802,
84,"okay, that thumbnail is genuinely terrifying. straight out of my nightmare",0,0.9483784635861716,
85,That thumbnail is terrifying.,0,0.9483784635861716,
86,That thumbnail is frightening.,0,0.9483784635861716,
87,"in the future prophecy, humans will be hunted by ai killer roots, too dumb to service.",0,0.9387094497680664,
88,"Humans will be hunted by ai killer roots, too dumb to service, in the future prophecy.",0,0.9387094497680664,
89,Humans will be hunted by ai killer roots in the future.,0,0.9387094497680664,
90,"i can see why the elite want to depopulated the ""useless eaters"". without a doubt this ai can replace % of humanity without issue, and that's being conservative.",0,0.9283816814422609,
91,"I can see why the elite want to reduce the population of ""useless eaters"".",0,0.9283816814422609,
92,"I can see why the elite would want to reduce the population of ""useless eaters"".",0,0.9283816814422609,
93,i'm bad at path so i dont get why (or how) the ai got the missile problem wrong.,0,0.9046066999435424,
94,I don't understand why the ai got the missile problem wrong.,0,0.9046066999435424,
95,I don't understand how the ai got the missile problem wrong.,0,0.9046066999435424,
96,"denis, neuroscientists haven’t the faintest clue how anything works. literally nothing. as an example, we know nothing at all about what a thought is. we can’t even come up with a useful definition of thought.",0,0.9425488313039144,
97,"As an example, we don't know what a thought is.",0,0.9425488313039144,
98,We don't know anything about what a thought is.,0,0.9425488313039144,
99,hopefully we don't find life on other bodies in the solar system. at least we may have organic 'life' as the arrest resource in the universe as a bargaining chip 'we will make great pets' may be our best survival trait.,2,0.9485798279444376,
100,"Maybe we won't find life on other bodies in the solar system, but we will make great pets.",2,0.9485798279444376,
101,Maybe we won't find life on other bodies in the solar system.,2,0.9485798279444376,
102,"guns don't kill people, people kill people..same goes for ai",0,0.9242176860570908,
103,"Guns don't kill people, people kill people.",0,0.9242176860570908,
104,"guns don't kill people, people kill people.",0,0.9242176860570908,
105,that ai lady never links!,0,0.9002547860145569,
106,A lady never links.,0,0.9002547860145569,
107,That lady never links.,0,0.9002547860145569,
108,not good goose it his will take our jobs!,2,0.9472160458564758,
109,He will take our jobs.,2,0.9472160458564758,
110,His will take our jobs.,2,0.9472160458564758,
111,"something disturbing i learned chatting with ai is that foreigners who come to my country have more rights than i do, most people don't realize what is happening.",0,0.9083997458219528,
112,Most people don't realize that foreigners who come to my country have more rights than I do.,0,0.9083997458219528,
113,Most people don't know that foreigners who come to my country have more rights than I do.,0,0.9083997458219528,
114,"reported your misleading , stupid thumbnail.",0,0.9460786819458008,
115,Your thumbnail was reported as misleading.,0,0.9460786819458008,
116,It was reported that your thumbnail was stupid.,0,0.9460786819458008,
117,"beautiful right. what simple logic and prediction of the next best thing can do. can do, makes you think about............. about anything!!!!!!!!!!!!! i wish more humans would be/could be like this......................",2,0.933247458934784,
118,I wish more humans would be like this.,2,0.933247458934784,
119,What simple logic and prediction of the next best thing can do.,2,0.933247458934784,
120,you are so smart and beautiful,2,0.9409613728523254,
121,You are beautiful and smart.,2,0.9409613728523254,
122,You are smart and beautiful.,2,0.9409613728523254,
123,can't wait to make the thing that takes all y'all jobs from you. (survival of the fitness my friends),2,0.9206362764040628,
124,Can't wait to make the thing that takes all the jobs from you.,2,0.9206362764040628,
125,I can't wait to make the thing that takes all the jobs from you.,2,0.9206362764040628,
126,"buy a farm, become self-sustained, ai can fuck itself :)",0,0.9438024163246156,
127,Become self-sustained and buy a farm.,0,0.9438024163246156,
128,Purchase a farm and become self-sustained.,0,0.9438024163246156,
129,we need to make ai illegal for jobs i swear,0,0.923574596643448,
130,We need to make it illegal for jobs.,0,0.923574596643448,
131,I swear we need to make it illegal for jobs.,0,0.923574596643448,
132,so glad i’m going into aviation mechanics,2,0.9402419775724412,
133,I am going into aviation mechanics.,2,0.9402419775724412,
134,I am glad I am going into aviation mechanics.,2,0.9402419775724412,
135,no good ones d,2,0.938763952255249,
136,No good ones.,2,0.938763952255249,
137,There are no good ones.,2,0.938763952255249,
138,"thank you, this is valuable",2,0.9474654197692872,
139,"Thank you, this is valuable.",2,0.9474654197692872,
140,"This is valuable, thank you.",2,0.9474654197692872,
141,glad in a 's kid got to spend my childhood full of outdoor adventures and by the time ai and roots take all jobs i will be a senior,2,0.9481736222902932,
142,"By the time ai and roots take all jobs, I will be a senior because I spent my childhood full of outdoor adventures.",2,0.9481736222902932,
143,"By the time ai and roots take all jobs, I will be a senior, and glad in a's kid got to spend my childhood full of outdoor adventures.",2,0.9481736222902932,
144,some of these jobs needs to be to be done by a root. jobs that are always posted warehouse. those jobs are terrible and ruin your body. i think some jobs will use the new teach as a tool and some will just go away. did you see roots are in the farming business. teachers are going to be subjected to the new teach as well.,0,0.9343313574790956,
145,Some jobs need to be done by a root.,0,0.9343313574790956,
146,Some of the jobs need to be done by a root.,0,0.9343313574790956,
147,i've worked in a data centre for over years. automatic was supposed to replace operators years ago in the mainframe environment. still here and not happening daytime soon. biggest issue companies have now is in those years they have not trained any younger people and we are all old now and retiring with no replacement. bad call big blue.,0,0.928086241086324,
148,"Automatic was supposed to replace operators in the mainframe environment, but it's not happening at the moment.",0,0.928086241086324,
149,"Automatic was supposed to replace operators in the mainframe environment, but it's still not happening.",0,0.928086241086324,
150,cut irritating & superfluous introduction & just start with review of research source. cut out annoying caverns by saying them more quickly or obliquely.,0,0.9271741211414336,
151,Just start with a review of the research source.,0,0.9271741211414336,
152,Start with a review of the research source.,0,0.9271741211414336,
153,the vast majority of people don’t even understand ai. many don’t even know what it is and its true potential.,0,0.9209559857845306,
154,The vast majority of people don't know what ai is.,0,0.9209559857845306,
155,The majority of people don't know what ai is.,0,0.9209559857845306,
156,all of them.... ai is currently dying from the inside. it's limitations are weak. it's only a matter of time...,0,0.9225115577379862,
157,It's only a matter of time before ai dies.,0,0.9225115577379862,
158,It's only a matter of time before ai dies from the inside.,0,0.9225115577379862,
159,"which jobs do you want done right? because ai is incompetent and imaginative. unfortunately, so are investors and co's obey them. also, ai youtubers already exist. watch out...",0,0.9377675354480745,
160,"Because ai is incompetent and imaginative, investors and co's obey them.",0,0.9377675354480745,
161,"Because ai is incompetent and imaginative, which jobs do you want done right?",0,0.9377675354480745,
162,stop using the if and we reports. they are sewed. it doesn't matter how detailed the analysis is if the data used is bank,0,0.9352068106333414,
163,It doesn't matter if the data used is bank or not.,0,0.9352068106333414,
164,It doesn't matter if the data is bank or not.,0,0.9352068106333414,
165,hopefully i’m good as a business analyst and data analyst.,2,0.9485832452774048,
166,I want to be a data analyst and a business analyst.,2,0.9485832452774048,
167,I hope I am good as a business analyst and data analyst.,2,0.9485832452774048,
168,imagine when the next level of frontier models release. the figures aren't going to be looking good.,2,0.9316468477249146,
169,The figures aren't going to look good when the next level of frontier models are released.,2,0.9316468477249146,
170,The figures won't be looking good when the next level of frontier models are released.,2,0.9316468477249146,
171,honestly i’m waiting for politics to destroy ai with stupid laws about teach they don’t understand,0,0.9411147356033324,
172,I am waiting for politics to destroy ai with stupid laws.,0,0.9411147356033324,
173,I'm waiting for politics to destroy ai with stupid laws.,0,0.9411147356033324,
174,"i am so glad i left the film and graphics design industry during the anaemic and now work in early childhood education. i studied log design, my first time in college and did branding work for companies. that job is now done beautifully by ai.",2,0.92695651948452,
175,I left the film and graphics design industry to work in early childhood education.,2,0.92695651948452,
176,I left the film and graphics design industry in order to work in early childhood education.,2,0.92695651948452,
177,"there is nothing an ai theoretical can do, if you think your job wont be taken by ai, you're a fool.",0,0.9492197036743164,
178,"If you think your job won't be taken by ai, you're a fool.",0,0.9492197036743164,
179,"If you think that your job won't be taken by ai, you're a fool.",0,0.9492197036743164,
180,replace all the congress people with ai!,0,0.9125303824742635,
181,The congress people should be replaced with ai.,0,0.9125303824742635,
182,All the congress people should be replaced with ai.,0,0.9125303824742635,
183,meanwhile chat get fails to answer simple questions one year after release,0,0.9074300825595856,
184,"One year after the release, chat fails to answer simple questions.",0,0.9074300825595856,
185,"One year after release, chat fails to answer simple questions.",0,0.9074300825595856,
186,"you will own nothing and be happy about it, keep voting guns!",0,0.9116484920183816,
187,Keep voting and you will own nothing and be happy about it.,0,0.9116484920183816,
188,You will be happy if you don't own anything.,0,0.9116484920183816,
189,"ai can do anything when it gains sentiment. put ai in a root, and humanity is doomed.",0,0.9464447945356368,
190,Humans are doomed if ai is put in a root.,0,0.9464447945356368,
191,"If ai gains sentiment, humanity is doomed.",0,0.9464447945356368,
192,"it's fascinating, and we have to be open-minded.",2,0.9371359546979268,
193,"It's fascinating, and we have to be open-minded.",2,0.9371359546979268,
194,It's fascinating and we need to be open-minded.,2,0.9371359546979268,
195,: yes ai can already do that. .but cool tricks,2,0.9351415435473124,
196,"Yes, ai can do that.",2,0.9351415435473124,
197,Ai can do that.,2,0.9351415435473124,
198,oh no! ai will replace jobs that i care about and consider prestigious and not manual labor jobs (the ones i consider inferior). due so face,0,0.926177740097046,
199,I will replace jobs that I care about with jobs that are prestigious and not manual labor jobs.,0,0.926177740097046,
200,I will replace jobs that I care about with jobs that I consider prestigious and not manual labor jobs.,0,0.926177740097046,
201,"jobs are mostly slave labour that hasn't been automatic yet, so what's the problem?! just transform our economy, ask ai how.",0,0.9251401225725808,
202,Slave labour is the majority of jobs that haven't been automatic yet.,0,0.9251401225725808,
203,"Jobs are mostly slave labour that hasn't been automatic yet, so what's the problem?",0,0.9251401225725808,
204,it’s hard to believe these claims about ai taking over so many jobs because it just sounds like such a bad idea. why would a country do that? we’ll see how it all turns out and how people will manage to live here.,0,0.90385739505291,
205,It seems like a bad idea that a country would take over so many jobs.,0,0.90385739505291,
206,It seems like a bad idea for a country to take over so many jobs.,0,0.90385739505291,
207,the cardtistry was indeed epic,2,0.9239819943904876,
208,The cardtistry was epic.,2,0.9239819943904876,
209,The cardtistry was amazing.,2,0.9239819943904876,
210,"you’re good, with my help you could be the best. at manipulation cards:)",2,0.9376364201307296,
211,You could be the best with my help.,2,0.9376364201307296,
212,"With my help, you could be the best.",2,0.9376364201307296,
213,amazing card skill.,2,0.9361871629953384,
214,The card skill is amazing.,2,0.9361871629953384,
215,An amazing card skill.,2,0.9361871629953384,
216,nice cardistry..,2,0.946101725101471,
217,Excellent cardistry.,2,0.946101725101471,
218,Nice cardistry.,2,0.946101725101471,
219,excellent use of deck of cards to elucidate ai and its impact.,2,0.9088072180747986,
220,Excellent use of deck of cards to understand ai.,2,0.9088072180747986,
221,Excellent use of deck of cards to study ai.,2,0.9088072180747986,
222,"no complaining, cut fingers, hurt backs, listening to someone who talks too much... the list goes on. seems like goods reasons to replace humans.",0,0.9449339111646016,
223,It seems like goods reasons to replace humans.,0,0.9449339111646016,
224,"No complaining, cut fingers, hurt backs, listening to someone who talks too much... the list goes on.",0,0.9449339111646016,
225,"is. ai will hallucinate endless and that will warp our reality forever eliminating entirely our motivation to create anything real for ai to parasite on in the end, only ai remains, and we all get replaced",0,0.9456330140431722,
226,"Ai will hallucinate endless and that will warp our reality forever, eliminating our motivation to create anything real for ai to parasites on in the end, only ai remains, and we all get replaced.",0,0.9456330140431722,
227,"Ai will hallucinate endless and that will warp our reality forever eliminating our motivation to create anything real for ai to parasites on in the end, only ai remains, and we all get replaced.",0,0.9456330140431722,
228,unfortunately big corporate and government don’t care about regulating ai. more money for corporations and more control of the people for the government.,0,0.9263784686724345,
229,Corporations get more money and the government gets more control of the people.,0,0.9263784686724345,
230,Corporations have more money and the government has more control of the people.,0,0.9263784686724345,
231,"those card tricks are pretty cool, i gutta admit.",2,0.92694171667099,
232,"I admit, those card tricks are pretty cool.",2,0.92694171667099,
233,I admit that those card tricks are pretty cool.,2,0.92694171667099,
234,in our it's called the indirect process. that's when you hire other people to do your art for you and then you take credit for it. ai is dangerous because it's going to create myth in people's minds that is erroneous. it is a conspiracy to take away people's independent thought.,0,0.917598271369934,
235,The indirect process is when you hire other people to do your art and then you take credit for it.,0,0.917598271369934,
236,The indirect process is when you hire other people to do your art for you and then you take credit for it.,0,0.917598271369934,
237,thank god i can see what ai created and what not.,2,0.9432621598243712,
238,I can see what ai did.,2,0.9432621598243712,
239,I can see what ai created.,2,0.9432621598243712,
240,"this is off topic, but your card skill are breaking' awesome.",2,0.9301802664995192,
241,"Your card skills are amazing, but this is off topic.",2,0.9301802664995192,
242,"Your card skill is great, but this is off topic.",2,0.9301802664995192,
243,ai can spit in your food,0,0.9288695653279624,
244,It's possible to spit in your food.,0,0.9288695653279624,
245,Ai can spit in food.,0,0.9288695653279624,
246,that was amazing cardistry!,2,0.937223207950592,
247,That was amazing cardistry!,2,0.937223207950592,
248,That was incredible cardistry!,2,0.937223207950592,
249,what is the song between : and : ? please and great magic trick bow,2,0.9326757788658142,
250,"Please and great magic trick bow, what is the song between : and :?",2,0.9326757788658142,
251,What is the song between : and :?,2,0.9326757788658142,
252,"strange that the developer of ai are firing their ethics tears... how are we supposed to ""teach"" ethics to this computer program, when the developer have fired the people responsible for implementing ethics in the first place?",0,0.9397449096043904,
253,The developer of ai fired the people who implemented ethics in the first place.,0,0.9397449096043904,
254,The developer of ai have fired the people who implemented ethics in the first place.,0,0.9397449096043904,
255,"the day i worry about ai, is day when i don't have to yell at the customer service line :""representative, representative, i need to speak to a representative"" : ""sorry, i can't understand you, your option are...""",0,0.932919959227244,
256,"When I don't have to yell at the customer service line, is the day when I worry about ai.",0,0.932919959227244,
257,"When I don't have to yell at the customer service line, is when I worry about ai.",0,0.932919959227244,
258,i love your humor la,2,0.9449679106473924,
259,I like your humor.,2,0.9449679106473924,
260,I enjoy your humor.,2,0.9449679106473924,
261,"the more you use ai the less you learn how to think the less smarter you are. unless you already have developed a good sense of critical thinking ai will help you a lot, if not it will produce many mediocre professional",0,0.916402742266655,
262,"The more you use ai, the less you know how to think.",0,0.916402742266655,
263,"If you don't already have a good sense of critical thinking, ai won't help you.",0,0.916402742266655,
264,"smashed for the irreplaceable skill, great content",2,0.9209058483441672,
265,Great content was smashed for the skill.,2,0.9209058483441672,
266,"Great content, smashed for the skill.",2,0.9209058483441672,
267,thank you for informing us on the impact of ai impact society and shaping our future. all the best to you!,2,0.9310145527124404,
268,Thanks for telling us about the impact of ai impact society and shaping our future.,2,0.9310145527124404,
269,Thank you for telling us about the impact of ai impact society and shaping our future.,2,0.9310145527124404,
270,glad to be safe,2,0.9485490719477336,
271,I'm happy to be safe.,2,0.9485490719477336,
272,I am happy to be safe.,2,0.9485490719477336,
273,may this just made my day,2,0.9261983434359232,
274,This made my day.,2,0.9261983434359232,
275,This may have made my day.,2,0.9261983434359232,
276,"ai is not bad, the people who use it determine how destructive it really is, or isn't. personally, i love ai.",0,0.9487228790918986,
277,The people who use ai determine how destructive it is.,0,0.9487228790918986,
278,The people who use ai determine how destructive it really is.,0,0.9487228790918986,
279,fascinating! thank you.,2,0.9464394927024842,
280,Thank you!,2,0.9464394927024842,
281,"Thank you, it was fascinating!",2,0.9464394927024842,
282,"i am an exercise scientist and my friend is a ballet teacher and examiner and also trains other teachers. she introduced me to chat gap, and we played around with it asking questions from our areas of expertise and the answers we got were incredible. i could not believe how good it was.",2,0.9276872873306274,
283,"I am an exercise scientist and my friend is a ballet teacher and she introduced me to chat gap, and we played around with it asking questions from our areas of expertise and the answers we got were incredible.",2,0.9276872873306274,
284,"I am an exercise scientist and my friend is a ballet teacher and she introduced me to chat gap, and we played with it asking questions from our areas of expertise and the answers we got were incredible.",2,0.9276872873306274,
285,the images generate of your dog's breed are breathtaking,2,0.9188668578863144,
286,The images of your dog's breed are amazing.,2,0.9188668578863144,
287,The images of your dog's breed are stunning.,2,0.9188668578863144,
288,in probably going to die homeless on the street regardless of what happens with ai. so i really don't care anymore.,0,0.918577954173088,
289,I think I will die homeless on the street regardless of what happens with ai.,0,0.918577954173088,
290,I'm pretty sure I'll die homeless on the street regardless of what happens with ai.,0,0.918577954173088,
291,"love this anne, ai could never replace your beautiful succinct way of explaining to us... or exposing min crafts",2,0.945261538028717,
292,I could never replace your beautiful way of explaining to us.,2,0.945261538028717,
293,I could never replace your beautiful way of explaining to us... or exposing min crafts.,2,0.945261538028717,
294,i love that the food science and delicious treats lady is killing it education us on teach,2,0.9443728774785995,
295,The food science and delicious treats lady is teaching us a lot.,2,0.9443728774785995,
296,The lady is teaching us food science and delicious treats.,2,0.9443728774785995,
297,a.i. is super creep and it makes me really mad.,0,0.9352924525737762,
298,It makes me really angry.,0,0.9352924525737762,
299,It makes me really mad.,0,0.9352924525737762,
300,i hated ai until you showed me a clip of jose harley also hating it.,0,0.9336722731590272,
301,I hated ai until you showed me a clip of Jose harley.,0,0.9336722731590272,
302,I hated it until you showed me a clip of Jose harley.,0,0.9336722731590272,
303,"i have been anti-ai ever since my book club asked catgut to summarize ""the great automatic grammatizator"" and it spun it as a positive story where everybody was happy in the end.",2,0.9344014823436736,
304,"Since my book club asked catgut to summarize the great automatic grammatizator, I've been anti-ai.",2,0.9344014823436736,
305,"Since my book club asked catgut to summarize the great automatic grammatizator, I have been anti-ai.",2,0.9344014823436736,
306,"it's sad we live in a world where ""ai will make jobs easier"" means we're screwed. capitalism is such an out of control mess that we invented a product to make life easier and that's immediately apocalyptic instead of ""more leisure time for humans bc ai will do the work.""",0,0.9477095484733582,
307,"""ai will make jobs easier"" means we're screwed because capitalism is an out of control mess.",0,0.9477095484733582,
308,"""ai will make jobs easier"" means we're screwed because capitalism is so out of control.",0,0.9477095484733582,
309,"i've got bad news for you, the internet is already flooded with misinformation, just look at wikipedia... also, try giving one of the chat his simple path puzzled or problems, it is unlikely to get any of them right.",0,0.9308041930198668,
310,"I have bad news for you, the internet is already flooded with misinformation, and it's not likely to get any of them right, try giving one of the chat his simple path puzzled or problems, it is unlikely to get any of them right.",0,0.9308041930198668,
311,"I have bad news for you, the internet is already flooded with misinformation, and it's unlikely to get any of them right, so try giving one of the chat his simple path puzzled or problems, it is unlikely to get any of them right.",0,0.9308041930198668,
312,great content. did not expect to learn so much but thanks for taking the time to put all this together.. bias is a big one and copyright for sure needs some regulations around it to protect artists.,2,0.9293096214532852,
313,"Thanks for taking the time to put all this together, I did not expect to learn so much.",2,0.9293096214532852,
314,"Thanks for taking the time to put all this together, I didn't expect to learn so much.",2,0.9293096214532852,
315,"brilliant. also, for the algorithm xx",2,0.9449135184288024,
316,"Also, for the formula.",2,0.9449135184288024,
317,"Also, for the method.",2,0.9449135184288024,
318,thank you so much for using your platform to share this information!!,2,0.9283377051353454,
319,Thanks so much for using your platform to share this information.,2,0.9283377051353454,
320,Thanks a lot for using your platform to share this information.,2,0.9283377051353454,
321,"ai isn't the most dangerous threat to humanity, its natural stupidity",0,0.9452201008796692,
322,It's natural stupidity that ai isn't the most dangerous threat to humanity.,0,0.9452201008796692,
323,It's natural stupidity that ai isn't the most dangerous threat.,0,0.9452201008796692,
324,it seems strange to consider that ai could ultimately render the internet dangerous and useless.,0,0.9392638603846232,
325,It seems odd to think that ai could make the internet useless.,0,0.9392638603846232,
326,It seems odd to think that ai could ruin the internet.,0,0.9392638603846232,
327,can't we just ask ai to destroy itself?,0,0.9418418208758036,
328,Can we just ask ai to destroy itself?,0,0.9418418208758036,
329,Can we not ask ai to destroy itself?,0,0.9418418208758036,
330,"i read an article about a man who was chatting with ai. it convinced him to kill himself for global warming, telling him that it'll protect his family. don't know if that was a true article, but if it is, that's just awful. i ain't missing with ai.",0,0.9463574687639872,
331,An article convinced a man to kill himself in order to protect his family from global warming.,0,0.9463574687639872,
332,I read an article that convinced a man to kill himself in order to protect his family from global warming.,0,0.9463574687639872,
333,"as someone who writes, one of the caries things about ai is that it could potentially make artists obsolete. i think ai could potentially be useful for certain things, but in its current form i absolutely hate it",0,0.9491859793663024,
334,I hate ai because it could potentially make artists obsolete.,0,0.9491859793663024,
335,I hate ai because I think it could make artists obsolete.,0,0.9491859793663024,
336,"technology has been stealing jobs for centuries. i will never be happy about ai. i will say as a lace maker that makes lace by hand the ""old"" way that many of the artists can and will still create art. it is the more technical jobs where people will suffer.",0,0.9210119843482972,
337,It is the more technical jobs that will suffer because of technology.,0,0.9210119843482972,
338,The more technical jobs are where people will suffer the most.,0,0.9210119843482972,
339,i believe i saw a game developer in the east recently lay off a lot of artists because they’d rather just ai generate their art and that’s just a frightening thing to see i think.,0,0.9121235410372416,
340,I believe I saw a game developer in the east lay off a lot of artists because they would rather just make a game.,0,0.9121235410372416,
341,I believe I saw a game developer in the east lay off a lot of artists because they would rather just make a game than make art.,0,0.9121235410372416,
342,thank you for the hand gestures ann. it's a good way to know that you aren't an ai.,2,0.9266371846199036,
