,Comment,Label,Score
271,ann id love see tackle ai generate recipe see there disastrous surprisingly good,2,0.9391950766245524
272,ever wonder complete catches? unknowingly helping train ai its unfortunate agenda behind scenes something good wrong hands never good thing,0,0.9578515887260437
273,think ai use count plagiarism written side things confirmed scraped fanfiction webster author hate it feels like insult creativity,0,0.9655574560165405
274,genuinely fascinating subject! think human artists go lives looking great artists style learn digesting data similar fashion ai learns ingesting data!,2,0.9364378154277802
275,glad taking ai reliable source thank you,2,0.9833178122838339
276,amazing job,2,0.9407787561416626
277,happy many clients love art still many requests also lost many clients bc ai apes,2,0.9003318150838217
278,thanks going stylet like many lately smart,2,0.9372345358133316
279,norway ai described wanders being brevis hero murdering people terror attack witch pretty upsetting definitely hero hated man here collects information finds internet way critical information finds,0,0.9142606854438782
280,sad part ai copyright thing thousands programme wrote open source software decades used open construct train ai ultimate replace almost everyone extremely ethical think,0,0.9309393644332886
281,article recently saying people shouldn children ai destroy humanity? threat isn bad? couldn right?,0,0.9262438217798868
282,there potential internet filled much misinformation know trust anymore passed line decade ago without help ai,0,0.9366994202136993
283,in software developer ai far cannot job its hopeless complex logic hallucinates pretty quickly ask write something incorrectly,0,0.9390973001718521
284,love watching years,2,0.9646880328655243
285,refreshingly excellent always,2,0.9496607542037964
286,thank much anne crucial information wisdom,2,0.9336063861846924
287,love it! helped write code cover,2,0.9741832852363587
288,brilliant summary complex topic really you? ai?!,2,0.9237666130065918
289,someone applied ai research say ann expectancy great job without technical description keep great work!,2,0.9839477141698202
290,gorges ai problem new problem long time fact since around ruined couture experience used serious censorship discrimination,0,0.9434686104456583
291,love shirt!! get it?,2,0.9510234475135804
292,love you! sweet,2,0.9845990300178528
293,thank ann using platform educate!,2,0.9338211268186569
294,its possible internet filled much misinformation know trust more sorry ann hit point years ago without need ai,0,0.9218396693468094
295,love appreciate voice reason always steady person howling wilderness,2,0.9352484703063965
296,interesting ann!!! thanks sharing information!,2,0.9819140583276749
297,think ai bad misinformation think humans enjoy using ai way the bit like forgeries misleading books written ai put amazon part scar humans disuse ai,0,0.9469360470771789
298,interesting thank bringing us intelligent thoughtful information,2,0.9269380688667297
299,thank much education provide always get excited see unloaded bloody legend,2,0.9554409980773926
300,manure mesmerizing here amazing tone effect!,2,0.9568353533744812
301,things set heart ease calm thoughtful person saying intelligent wellthought reasonable things issues matter needless say love ann reason!,2,0.9175996780395508
302,ai already politically bias ai images already used manipulate people ai supposedly alien species ai antichrist,0,0.9244325876235961
303,well done ann! clever way illustrate point thanks making us aware concerns,2,0.9823495745658875
304,look great!,2,0.9837286114692688
305,give dealing job losses copyright issues bases almost years humans people value high end photography people actively hate trans women so ai worry me anything society experiencing daily life deserve,0,0.9318782538175583
306,ai confidently incorrect recipe misinformation real though confidently incorrect already recipe disaster,0,0.968217134475708
307,absolutely love anne shares knowledge us much research!,2,0.9799865365028382
308,know trust its truth comes ann thank amazing,2,0.9023066282272338
309,feel like dangerous one day someone give ai limits imagine packer got access source code specific ai,0,0.9318147778511048
310,thorough summary thank you,2,0.952875554561615
311,ai terrified me people abuse it cannot end well,0,0.9683482646942139
312,debate art ai really irs me artists train artists uses pen brush newer artist also train artists use ai ai anything tool similar protests place beginnings trains camera silly,0,0.9246802777051926
313,straight steal images isn right either give seen systems put prompt build image images made actual artists work manipulated still recognisable straight plagiarism really artists profiting selling ai based designs come artists!,0,0.9429226666688919
314,ai bad period bad every component human and animal life going used control us is already used control us,0,0.925282871723175
315,really clear introduction ai nontechminded thanks,2,0.9403759241104126
316,in trying stay away ai know true ai using learning algorithm give seen much bad already,0,0.919039249420166
317,hope come egypt let go everywhere egypt enjoy seeing you teacher,2,0.9333651065826416
318,ai training ai actually problem company runs ai happens basically breeding end product completely nonsensical,0,0.9589922229448954
319,ll good thing russian people used consider commanders human cause massive propaganda d,0,0.9075198173522949
320,wait internet already full misinformation?,0,0.9458441138267517
321,thank into fascinating!,2,0.9288900136947632
322,terrific! enlightening much think about thank you one point can speak stephen king neither boston less catiche much chop guess shows interesting limitation far,2,0.9836966196695963
323,in glad watched this thank ann,2,0.9586623758077621
324,good stuff! another youtuber named hosanna passing tried making cake using recipe generate ai turned horribly fought urge change things knew going work properly realizing people know going work,2,0.8967933058738708
325,thanks comprehensive ai overview! great people little previous knowledge people understand technology works know ethical consequences,2,0.9680369198322296
326,oh gash internet flooded misinformation would cope? oh wait,0,0.9351578503847122
327,know food scientist equally scientist many topics thanks sharing thorough research! learned much!,2,0.9788384437561035
328,ann cyberpunk hero fighting corporations thank lot!,2,0.9285434722900391
329,chinese organ game companies recently started using ai art instead hiring human artists happened en masse ton people lost jobs unemployed unable find job industry struggle graphics artists real happening speak,0,0.9384457468986511
330,hope ai generate ann also up amazing,2,0.9394563287496567
331,would bad ai could replace jobs human make lot mistakes? mean many times doctors misdiagnosed ? have accurate machine diagnose us better?,0,0.896743893623352
332,ai heavens talent locks time end well! ai!,2,0.9791157841682434
333,great summary discourse ai,2,0.9596691280603409
334,ask military opinion ai is nanomachine son ugh dystopians futuristic reality mrs vengeance really making want use time travel grandfather clock paradol cap nonsense,0,0.9432321190834045
335,recall one twitter years back humans successful making awful,0,0.8989974111318588
336,great anne always calm voice reason sea haziness always thorough sensible,2,0.963100254535675
337,hear people create ai right complaining trying convince everyone we feeding human culture understand humanity work humanity kind absolutely bland meaningless latitude avoid actual meaningful logic,0,0.9403428286314011
338,cocking lie? his politicians scatters least,0,0.9418403804302216
339,they take millions jobs millions work money food housing etc people fight scraps food then his misinformation somehow internet crash might set back days laura installs wider start again that theory though,0,0.9355288743972778
340,sure saw many people happy contribute data ai,2,0.9395422488451004
341,well done ann fantastic detailed deprive hot topic!!,2,0.9667257517576218
342,love quality does information well made! thank putting effort work,2,0.9568427562713623
343,spot on! great summary ai think fair informed point view,2,0.9449056029319763
344,topic ai seriously becoming huge anxiety trigger seems stupidly impossible stop progress there profit made hope sanction guideline eventually added hope something,0,0.9324468523263931
345,amazing job always sum research editing epic one,2,0.9416318655014038
346,keep remind manure positively mesmerizing daaaahling! screen settings could see gorgeous color shift mid tone beige lavender ???? funny in describing correctly its lovely would love try nails!!,2,0.9552766680717468
347,give found couture people making tutorials how make sell ai art thing illegal people talent artistic skill allowed make money selling ai art can stop ai images generate free nobody profits them hate world in living in,0,0.949556976556778
348,bit ai making stuff fill gaps lack clear choice answer question made think governments corporations already using correspondence yeah cheap jaw hell,0,0.95149165391922
349,thanks ann,2,0.9479892452557882
350,racism misogynistic ai love,0,0.941271980603536
351,great editing great job ann! great showing awareness topic,2,0.9893263429403305
352,grandkids make fun knowing use ai root come grand easy!,2,0.9396879196166992
353,finally someone explains ai situation properly concise unbiased manner though ai lying see worse entrepreneurs blatantly lying potential investors people making false articles political agenda seems people pretty alarmed ai lie better them,0,0.9387551248073578
354,in impressed broad knowledge glad use platform delicious chocolate deserts also drunk minute crafts broad spectrum things internet instead going click,2,0.9739362597465515
