,Comment,Sentiment,Score
125,merci pierre !,positive,0.9839261770248413
126,cest course cest marche vers tristesse labsence dimagination mort lesprit humain plus grand privilege dune centaine dultra riche etres memes triste sans imagination dont seul reve cest davoir toujours olus peu importe quest plus,negative,0.9589328169822693
127,merci infiniment a lequipe arte contenu aussi edifiant,positive,0.9892390966415405
128,probleme deja solutionne bittensor subnets,negative,0.9334825873374939
129,donc projets globalistes course mille milliards sait nourrir toute planete? lobbyistes habituels hypocrisie a paroxysme,negative,0.9796961545944214
130,pire mondes loin relations humaines loin regne animal loin nature monde ecurant veulent riches dos consommateurs non citoyens lucides eclaires consommateurs aveugles,negative,0.9729415774345398
131,l ia na rien dartificiel ! cest pipeau escroquerie quantique largement superieur lia nest quune masse ramassis concentration connaissances humaines reunies concentrees endroit reduit plus ! reveillez ! aucun ordinateur planete reflechit jignore a profite fake,negative,0.9860600233078003
132,selon arte leurope pointe matiere dia mettant avant projets dune startup totalement inconnue realite us chine linde russie emirats arabes dament pion tous jours !,negative,0.9667737483978271
133,wahou !! super document !!! fois peu flippant vraiment top !!!,positive,0.9831347465515137
134,generique debut incroyables visuels jen frissons felicitations createur excellent,positive,0.9898603558540344
135,apres analyse photographique via lia yatil manipulation l alunissage ainsi toutes missions lunaires nasa ? a cette reponse saurez confiance peuvent avoir peuples envers leurs gouvernements,negative,0.9637731313705444
136,malgre lignoble chaos sensuivra peut quesperer lineluctable effondrement cette pourriture geekolatre quest robotisation vivant,negative,0.9790857434272766
137,i a a refuse linterview ? peut etre piscine,negative,0.9786970615386963
138,probleme nest lia cest lhumain sen sert si europe tente reguler ca chine russie vont precipiter abuser sans aucune morale ni ethique fins economiques militaires ailleurs aussi,negative,0.9747253060340881
139,daccord quen voyant truc comme ca budgets lignes morales americains chinois rigolent grassement ?,negative,0.9734596014022827
140,je inquiet bah ouvre yeux coco,negative,0.931780993938446
141,confier dossier aussi complexe a president comme biden sait a peine ecrire prenom quand meme ose merci reportage,negative,0.9789265990257263
142,chine dont huawei vend massivement equipement surveillance a france notamment societes occidentales loin detre reste,negative,0.9139227271080017
143,quand visage dhumain effrayants cest frankenstein !,negative,0.9672033786773682
144,vers minute grosse erreur traduction nest milliards dici milliards dollars! billion americain milliard trillion americain milliard,negative,0.9867249727249146
145,conneries lhumanite toujours decides fanatiques extemistes moderes qui representent lhumanite subissent decisions actions faites fanatiques lia guerres religions ras bol tout ca,negative,0.9808135628700256
146,nai aucune envie discuter robot stupide etre humain veux confronter humains jouets millionaires fruits cerveaux deranges asocials,negative,0.9763102531433105
147,cest quoi doc merde raconte rien ??,negative,0.9848522543907166
148,quand lintelligence artificielle supplante lhomme decisions cruciales securite sante deducation dinformation cela peut etre tres dangereux,negative,0.9247828125953674
149,meilleur mondes aldous huxley,positive,0.9806379079818726
150,nest cultivant wokisme destruction patrie la chretiente famille loccident renaitra cendres,negative,0.9502006769180298
151,nombre dia vont etre developpees ans a venir tous gouts meme mauvais,negative,0.9428172707557678
152,lhistoire recente google gemini devrait rappeler principe base suit toute ia principe appele anglais gigo garbage in garbage out foutaises entree foutaises sortie,negative,0.9432045221328735
153,estce melange hallucine semblait quil officier larmee chinoise intervenait documentaire retrouve plus cette version ?,negative,0.9550829529762268
154,tout depend quelles mains tombe manipule pourquoi,negative,0.9696713089942932
155,merci informations,positive,0.9595269560813904
156,lia viens foutre personne sans emplois france,negative,0.9328222870826721
157,cest bien joli calculer vite si sait quoi,positive,0.9474356770515442
158,a i confiance,positive,0.9729802012443542
159,ba be bi bo bu diable jsuis humain,negative,0.9538336396217346
160,espere ia a traduit texte !,positive,0.9361518621444702
161,ceux suivrons etant implante consideres comme infirmes futur cest controle totale cerveau donc pensees actes,negative,0.9716425538063049
162,faut eviter maximum l alimenter faire attention reseaux sociaux faire maximum vraie vie sinon cest fichu lhumanite,negative,0.9271541833877563
163,bon ben direction guerre plus horrible bon courage futurs humains,negative,0.9309916496276855
164,excellent doc tres instructif,positive,0.9881765246391296
165,tout progres va fracasser pbs ecologiques la vont empirer tous geeks ontils conscience ?,negative,0.9522255063056946
166,aucun point positif destruction millions demplois controle population manipulation masse cest enorme fleau va tomber dessus sans oublier fin creation art chansons peinture,negative,0.9700459241867065
167,pendant moment la manque delectricite nuit augmente criminalite latmosphere plus plus pollue,negative,0.9695413112640381
168,quelle merveilleuse illustration phrase demma marcegaglia lamerique innove chine copie leurope reglemente,positive,0.9880176782608032
169,voulez concurrencer americains declarez independance comme certain groupe francophone !!! arreter croire economie axee vente specialictes comme inutiles couteuses berlines !!!!,negative,0.9819273352622986
170,a deja constate comment ccp a utilise technologie controler population chinoise reconnaissance faciale lia avancee va assister nouveau niveau suppression libertes individuelles prochainement democraties,negative,0.9176064729690552
171,comme quoi reste encore chaines interessantes !!,positive,0.9649316072463989
172,mistral dommage ca gache peut documentaire savoir meme arte parle petites francaises,negative,0.9790570735931396
173,this german company just seeks money it is a fraud in my opinion open will create the real capable of answering any problem targeting the administrations give a break this is really just to milk money out of states and peoples taxes it will go nowhere and they will be rich!,negative,0.9587017893791199
174,lavenir decentralisation !! partage llm base donnees obtenir meilleure course effrene mene loffre demande qualite augmente ! bittensor tao guys !,positive,0.9731132388114929
175,hahaha tous c amerlocs occidentaux a traine trop naifs croire gouvernement ccp ca cest faiblesse democratie,negative,0.9844043850898743
176,futur lia decentralisation cest dommage parler bittensor,negative,0.9448629021644592
177,seule personne entreprise interessante tout ca hugging face permet faciliter lopen source loin capitalistes merde lon voit majorite reportage,negative,0.9678726196289062
178,quels trois lois dasimov ? premiere loi robot peut nuire a etre humain ni laisser sans assistance etre humain danger deuxieme loi robot doit obeir ordres donnes etres humains sauf quand ordres incompatibles premiere loi,negative,0.9445931911468506
179,arte mondialistes essayent lavez cerveau,negative,0.969481885433197
180,ou frein a main arreter toutes conneries ?,negative,0.9735348224639893
181,lhumain tellement bete quil veut inventer intelligence plus forte ca peut donner quune betise artificielle b a tiens cest marrant comme nom non?,negative,0.9739640355110168
182,fric politique influence meme tambouille dhabitude concretement vies ?la vie petit peuple ?,negative,0.9591245651245117
183,installer data center allemagne cout l energie a explose merci usa davoir coupe cordon entre l europe l urss rendre dependant energie c heresie,negative,0.9645493030548096
184,interessant attention quand meme a trop vouloir remplacer hommes femmes individus sentent laisses compte ca cree souvent violence terrorisme,negative,0.9562187790870667
185,navez voulu lire tous livres sf ? voulu voir films sf passe ? meme vu lexcellent documentaire darte isaac asimov ? tant pis vous ny a quune seule unique chose contre laquelle faut luter lignorance lenfer terre arrive desole,negative,0.9262937903404236
186,avant debattre dangers lia faudrait dabord relire discours servitude volontaire detienne boetie comprendra alors lavenement lia signifie fin libertes uniquement lofficialisation cette fin deja effective depuis mal siecles,negative,0.946349024772644
187,ah oui? ca fait annees cherche role lai trouve jamais rien postes developpeur java cest comme ca croyez arriverez a dominer quoi soit? non leurope france jamais pouvoir car espaces meprise linnovation travail,negative,0.9593633413314819
188,pourquoi partent tous us ? easy lallemagne a fait encore plus horrible niveau administratif quand france investisseurs europeens toujours peur dinvestir entreprises alors quaux us mindset plus dentrepreneur,negative,0.9788139462471008
189,internet hacking mondial nom dun progres universel les banques colonisent leurope apres lafrique les ameriques lasie,negative,0.9619746804237366
190,bonne tempete solaire toute cette folie stoppee apprenons a devolopper humanite,negative,0.9726698398590088
191,lincontrolable faim lemploye dclic modele plus rentable planete ou betise humaine egocentrique apogee ! desinformation fera reste ?,negative,0.9842039942741394
192,temps admnistrations differents gournements differents pays votent loies limiter lia appliquent ca deja millions dannees trop tard,negative,0.9447841644287109
193,interessant,positive,0.9633291959762573
194,lia entrain creer vide plupart sites internet,negative,0.967965841293335
195,cest dommage reportage parle francais mistral !,negative,0.9749302268028259
196,a a erreur soustitre time parle mille milliards dollars milliards,negative,0.9816120266914368
197,pense lia tel quelle actuellement grosse escroquerie sens machine nest consciente rien tout fait quanalyser fait dit genere rapport a ca cest juste automate ni plus ni moins,negative,0.9841066598892212
198,fascinant flippant,positive,0.9830105304718018
199,cest incroyable saut quil fera lhumanite cet outils ca pourrait aider tous domaines,positive,0.9879213571548462
200,fichus,negative,0.9584301114082336
201,faut lia concentree seule entreprise ? ben linstant cest mal barre entre ms achete tout passe nvidia fourni composants europe clairement a bourre cest pres changer cf mistralai sest fait racheter ms,negative,0.9570692777633667
202,jonas dit conneries car ovh cloud cest francais ca marche tres bien cest a cause idiots comme quon perd souverainete car sait reellement renseigner invisibilise ovh,negative,0.9085723757743835
203,boite pandore ouverte lerreur fut fatale generations futures rendront compte amusezvous si pouvez,negative,0.9743278622627258
204,a limpression meme reportage genere ia ultra sophistiquee,positive,0.9261705279350281
205,merci information,positive,0.9577707052230835
206,dire toujours a esperer retour boutons pressoirs tout tralala vendre encore plus breloques encore plus vite,negative,0.9380769729614258
207,parler a machine cest debile ! ferait mieux deja parler comprendre entre humains lieu menacer cette competition mortifere et generation guerres business faire profits,negative,0.9798089861869812
208,lavenement lintelligence artificielle iminente cest lextinction progressive lintelligence humaine,negative,0.9585391879081726
209,recital nom dentreprises partenariat collaboration projet rien sujet fond doc bfm business,negative,0.9246129393577576
210,enorme concurrent arrive ni vu ni connu secret plus total accrochez vous,positive,0.945473313331604
211,pourquoi pose toutes questions sachant finalite cette ca depasse faut chercher plus loin vue evolution rapide moi manque respect savant etudie vie entiere reflechissons avant agir,negative,0.9174680709838867
212,leurope a masse cest tres grave,negative,0.9721925258636475
213,algorythme aussi complexe il nest ia meme a siecle pouvoir creer vrai ia reportage ridicule,negative,0.9854466915130615
214,cest tres flippant!,negative,0.9229508638381958
215,si lia pose probleme faudra debranchee lhomme fonctionne sans electricite,negative,0.9172515273094177
216,a qua couper courant plus probleme !,negative,0.9440639019012451
217,largent pouvoir deja mains dun pourcent population narcissique raciste dominateur meprisant peuple vont regaler milliardaires !,negative,0.9839941263198853
218,monde letre humain naura plus besoin refflechir devenant facto malleable,negative,0.9162914752960205
219,trouve plupart applications lia niveau consommateur assez idiotes dangereuses semble parfait lia utilisee domaine scientifique aidant chercheurs economisant nombreuses heures travail fastidieux suggerant nouvelles voies recherche,negative,0.9766978621482849
220,tout pouris documentaire passer chemin,positive,0.9045186042785645
221,regression intelligence humaine !!!,negative,0.9710401296615601
222,reviendrai,positive,0.9154775738716125
223,grosse connerie,negative,0.9886837601661682
224,tou daccord i a ? ?coment peu laisse faire prefaire lhumin ?? naime robotique ?? alle cree monstres ?? jour retournerons contre ???? attention ??? combien chomeur alle cree avai pence a sela ??? fous ??? pauvre monde ????,negative,0.9687181711196899
225,napprend grand chose a part pretendus europeens leurope nexiste ny a francais allemand leurope nest pays allemands detestent francais inversement nuls endormis laissent monde entier passer devant !,negative,0.9733292460441589
226,pendant temps problemes ecologiques cessent daugmenter,negative,0.9364879727363586
227,vive lia !!! cest faute humains trop emotionnels lhumanite perdition protocole informatique bien plus juste bien plus stable bien plus fiable commun mortels,negative,0.9660516381263733
228,lia deja presente monde,positive,0.9077534675598145
229,jetais ravis voir reportage elon musk maintenant celuici apparait doc hopitaux etaient incroyables regalez arte merci infiniment !,positive,0.9919079542160034
230,temps debloquer nevrose anticalins oser sen faire vite temps sinon cest lia donnera avatar synthetique tout rate,negative,0.9677780270576477
231,bonjour ce moment ou tout a change ere sortie publique chatgpt !,positive,0.9122574925422668
232,entrain decrire roman science fiction futuriste entre utopie dystopie reportage tombe bon moment merci arte meilleure chaines,positive,0.9851283431053162
233,si ia trustent tout metiers mettent chomage tout monde va soccuper cohorte nouveaux pauvres?,negative,0.9769423007965088
234,matrix ouiiiiiiii camp concentration virtuel ouiiiiii sans loi sommeil cerveaux inondation ondes manipulation planification exemple concret mise point genocide rwanda monde mensonges trafics scandales faux a outrance nouveau jeu,negative,0.9854540824890137
235,profitons derniers moments dun monde ou humains etaient autonomes,positive,0.914879322052002
236,vient foutre a tele attal etoile alors tout vus e,negative,0.9215393662452698
237,catastrophe peuples relevent tete personnage repugnant part part,negative,0.9729697108268738
238,dire genre doiseau mauvsise augure a vecu blabla durant plus ans! comment fait jamais rien dire faire ecouter quandmeme?,negative,0.9709731340408325
239,attali devin comme bizarre si ca comploteur alors porte parole vrai comploteur lombre,negative,0.9812819957733154
240,jacques attali dirait savez tout suggerez tuer vieux des quils plus prodictifs oubliez dieu disrael lauteur vie cest seigneur christ jesus fils dieu vivant ne bienheureuse vierge maman marie seigneur fasse misericorde,negative,0.9642283320426941
241,cest quand meme a largement contribue a situation mortifere france actuelle sagirait loublier,negative,0.9684903025627136
242,realite cest tient manette gouvernement intuitions tjr bonne verrez bien marine prochaine,positive,0.9183613061904907
243,sioniste manipulateur presidents,negative,0.9820322394371033
244,plus belle erreur faite celle covid devranche beaucoup entres !!!! ecrivons aussi nombreux temoignages !!!! faire basculer systeme mensonges !! a projets politiques faveur ia detriment lhumanite,negative,0.9665272831916809
245,dit lhomme demandait a journaliste remettre masque condescendant !!!!,negative,0.9852308034896851
246,conseiller francois mitterrand quelle reference ! voir aujourdhui ca a donne,positive,0.9889757633209229
247,fait bonne femme animatrice face a heros psychopathe malade,negative,0.923557698726654
248,jai totalement confiance chanceliere palpatine !,positive,0.9655498266220093
249,macron meilleur possible a heure parle beau entre soi ca donne envie chialer,positive,0.9456508755683899
250,nettoyeur communication chef membre dune cabale rit impuissance,negative,0.9873806238174438
251,ferme la prophete malheur damne,negative,0.9580584168434143
252,maitre nouvel ordre mondial france mal incarne bete dirige zelites vampires bebes putride malfaisant nauseabond fange etatique destructrice agenda oblige ! disait vouloir debarrasser francais au dela ans devrait plus etre la depuis decennies,negative,0.9838407635688782
253,jadore lia reussit meme a faire emissions complete maintenant jai tout suite remarque cetait jacques attali !!!,positive,0.982490062713623
254,macron meilleir possible a heure iu parlons jacques attalili disant sert bien interets,positive,0.9191901087760925
255,a dautres comme macron manche attali?,negative,0.9309490919113159
256,diable,negative,0.9579756855964661
257,ca est ca na dure minutes quon entend deja nazis complotistes tout mouillant jamais,negative,0.9644124507904053
258,consciption europeenne mais quelle honte c trahison l objectif europe cetait zero guerre le contrat nest plus rempli frexit,negative,0.984181821346283
259,lhomme a coupe parole journalistes contredisent encore moin cest fulgurant,negative,0.9147632122039795
260,faut repasser videos jaques attali appelant a guerre irak syrie apres ose parler folie hommes,negative,0.9662883281707764
261,vu quisrael controle usa france ca finiras ds sang patte expert criminels,negative,0.9735583662986755
262,nest ecoutant incompetent bien pensence pense competent quon deviendrait meme competent sauf savoir faire preuve competence limcompetence clair ferait mieux si nest pire,negative,0.9466274380683899
263,ordure journalistes lamentable,negative,0.9892404675483704
264,etait archi malade maintenant jeune vieillit chercher l erreurs,negative,0.9828622937202454
265,predictions toujours fausses !,negative,0.9703813195228577
266,attali pourvoyeur diabolisation france !,negative,0.9806305766105652
267,attali negation predis destruction complete russie,negative,0.97281813621521
268,ecoutez ecoutez madame irma manipule tous president reincarnation raspoutine,negative,0.9688792824745178
269,pourquoi impots payent genre fils?,negative,0.9257458448410034
270,la ou completement a cote plaque cest sans energies fossiles ya zero technologie remplacer pollution petrole gaz peril minier na aucun interet,negative,0.9540705680847168
271,attali cest chef dune secte naime populistes aime sectaires !! vrai fasciste globaliste fout peuple!,negative,0.9708663821220398
272,pauvres francais! quest fait bon dieu meriter chatiment!!,negative,0.9770373106002808
273,attali lhomme declare quil fallait mourir a ans altruisme monde entier quel age atil aujourdhui ?,negative,0.9278331398963928
274,comment peuton encore encore ensencer tel individu ? diplomes epatent ? franchement ul hrand temps douvrir plus grand cerveau mieux entendre quil dit!!!! cet homme plaie!,negative,0.9796766638755798
275,president republique actuel cest meilleur possible no comment,positive,0.9061498641967773
